filename, jobs, machines, algo, seed, exec_time, result, pop_size, xprob, mprob, wtype, mtype, max_time
./instances/50_20_23, 50, 20, gen, 388270, 14285, 614030, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_23, 50, 20, gen, 743883, 20761, 614890, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_23, 50, 20, gen, 452251, 25606, 613620, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_23, 50, 20, gen, 163953, 27195, 613453, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_23, 50, 20, gen, 886600, 28732, 609611, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_24, 50, 20, gen, 635055, 27302, 559449, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_24, 50, 20, gen, 158455, 20541, 559753, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_24, 50, 20, gen, 589101, 17010, 561646, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_24, 50, 20, gen, 427690, 18177, 560328, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_24, 50, 20, gen, 699197, 19975, 559748, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_25, 50, 20, gen, 325000, 34173, 595399, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_25, 50, 20, gen, 23498, 19902, 598419, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_25, 50, 20, gen, 23681, 14959, 597920, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_25, 50, 20, gen, 935632, 17065, 599910, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_25, 50, 20, gen, 713257, 17066, 600285, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_26, 50, 20, gen, 113609, 28833, 608263, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_26, 50, 20, gen, 25406, 22741, 608634, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_26, 50, 20, gen, 964468, 29718, 604903, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_26, 50, 20, gen, 89852, 22661, 608554, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_26, 50, 20, gen, 689632, 26381, 610320, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_27, 50, 20, gen, 967674, 17347, 570604, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_27, 50, 20, gen, 37892, 20098, 571051, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_27, 50, 20, gen, 260686, 22152, 569724, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_27, 50, 20, gen, 906425, 26288, 568783, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_27, 50, 20, gen, 369845, 28750, 571393, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_28, 50, 20, gen, 525692, 17237, 557577, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_28, 50, 20, gen, 655933, 17789, 557837, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_28, 50, 20, gen, 753325, 22715, 556849, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_28, 50, 20, gen, 359114, 24516, 559715, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_28, 50, 20, gen, 337004, 16537, 561120, 20, 0.99, 0.05, uni, tr, 100000
